word1	word2	label	relation	fold
flute	artifact	True	hyper	test
dresser	furnishing	True	hyper	test
device	television	False	other	test
peach	fruit	True	hyper	test
penguin	creature	True	hyper	test
elm	tree	True	hyper	test
shirt	underpants	False	other	test
rat	beaver	False	other	test
train	anything	False	other	test
battleship	artefact	True	hyper	test
robin	creature	True	hyper	test
bottle	container	True	hyper	test
turtle	alligator	False	other	test
coconut	fruit	True	hyper	test
volunteer	fighter	False	other	test
stair	cathedral	False	other	test
bottle	label	False	other	test
hotel	accommodation	True	hyper	test
frog	beast	True	hyper	test
bull	vertebrate	True	hyper	test
end	spear	False	other	test
scarf	fabric	False	other	test
alligator	creature	True	hyper	test
hammer	tool	True	hyper	test
beaver	coyote	False	other	test
jet	aeroplane	True	hyper	test
wasp	insect	True	hyper	test
skin	dolphin	False	other	test
rabbit	vertebrate	True	hyper	test
cow	petition	False	other	test
sheep	creature	True	hyper	test
fork	saw	False	other	test
wardrobe	furniture	True	hyper	test
bomber	warplane	True	hyper	test
couch	furnishing	True	hyper	test
bass	cello	False	other	test
snake	creature	True	hyper	test
revolver	object	True	hyper	test
beet	produce	True	hyper	test
rifle	weapon	True	hyper	test
jet	craft	True	hyper	test
bomber	setting	False	other	test
jet	artefact	True	hyper	test
hilt	sword	False	other	test
freezer	device	True	hyper	test
bed	furnishing	True	hyper	test
table	artefact	True	hyper	test
racism	tanker	False	other	test
elephant	triumph	False	other	test
artillery	donkey	False	other	test
hatchet	pincer	False	other	test
vest	clothing	True	hyper	test
turnip	food	True	hyper	test
pineapple	food	True	hyper	test
jar	vessel	True	hyper	test
food	grapefruit	False	other	test
ambulance	artifact	True	hyper	test
pheasant	game	True	hyper	test
battleship	vessel	True	hyper	test
dress	shirt	False	other	test
plume	pigeon	False	other	test
wizard	spear	False	other	test
fruit	apple	False	other	test
dagger	spear	False	other	test
artifact	motorcycle	False	other	test
site	hospital	False	other	test
rat	animal	True	hyper	test
spoon	empathy	False	other	test
clothing	glove	False	other	test
wardrobe	artefact	True	hyper	test
spoon	object	True	hyper	test
axe	clearance	False	other	test
cat	goat	False	other	test
shovel	object	True	hyper	test
cloak	blouse	False	other	test
coyote	creature	True	hyper	test
object	dresser	False	other	test
mug	container	True	hyper	test
coyote	elephant	False	other	test
bear	mammal	True	hyper	test
oak	poplar	False	other	test
giraffe	vertebrate	True	hyper	test
woodpecker	creature	True	hyper	test
pub	edifice	True	hyper	test
peach	produce	True	hyper	test
moth	dairy	False	other	test
tobacco	vest	False	other	test
barrel	shirt	False	other	test
fox	predator	True	hyper	test
garlic	produce	True	hyper	test
dress	artefact	True	hyper	test
dagger	artefact	True	hyper	test
scholar	missile	False	other	test
jacket	commodity	True	hyper	test
sheep	beast	True	hyper	test
giraffe	herbivore	True	hyper	test
tanker	artefact	True	hyper	test
dress	garment	True	hyper	test
axe	tool	True	hyper	test
tiger	homeland	False	other	test
foot	dove	False	other	test
pig	skin	False	other	test
vest	covering	True	hyper	test
broccoli	produce	True	hyper	test
beaver	animal	True	hyper	test
castle	defense	True	hyper	test
scooter	artifact	True	hyper	test
sheep	snout	False	other	test
cod	seafood	True	hyper	test
lock-up	spoon	False	other	test
bird	robin	False	other	test
glider	transport	True	hyper	test
cello	device	True	hyper	test
artefact	cannon	False	other	test
stocking	vest	False	other	test
hatchet	cannon	False	other	test
artifact	vest	False	other	test
bull	mammal	True	hyper	test
beetle	animal	True	hyper	test
bomber	aircraft	True	hyper	test
fork	tool	True	hyper	test
jacket	wear	True	hyper	test
good	cloak	False	other	test
owl	veracity	False	other	test
cathedral	church	True	hyper	test
cannon	artifact	True	hyper	test
mackerel	food	True	hyper	test
hotel	castle	False	other	test
mackerel	dolphin	False	other	test
gorilla	animal	True	hyper	test
frog	creature	True	hyper	test
sheep	cow	False	other	test
pineapple	plan	False	other	test
box	mortality	False	other	test
strawberry	alibi	False	other	test
stripe	lizard	False	other	test
onion	vegetable	True	hyper	test
deer	creature	True	hyper	test
dress	wear	True	hyper	test
coyote	animal	True	hyper	test
beaver	mammal	True	hyper	test
jet	frigate	False	other	test
freight	sheep	False	other	test
commodity	sweater	False	other	test
helicopter	conveyance	True	hyper	test
clothes	dresser	False	other	test
shell	grenade	False	other	test
wrench	utensil	True	hyper	test
metal	trumpet	False	other	test
wrench	artefact	True	hyper	test
salmon	food	True	hyper	test
ambulance	truck	False	other	test
moth	animal	True	hyper	test
dolphin	tuna	False	other	test
eagle	raptor	True	hyper	test
glider	artefact	True	hyper	test
piano	artifact	True	hyper	test
hat	robe	False	other	test
beetle	bug	True	hyper	test
owl	predator	True	hyper	test
cat	creature	True	hyper	test
villa	house	True	hyper	test
rabbit	squirrel	False	other	test
hat	accessory	True	hyper	test
chair	table	False	other	test
cloak	clothing	True	hyper	test
tiger	jaw	False	other	test
rabbit	creature	True	hyper	test
ceiling	cottage	False	other	test
coconut	food	True	hyper	test
engine	missile	False	other	test
cockroach	bug	True	hyper	test
crow	swan	False	other	test
vehicle	helicopter	False	other	test
crow	animal	True	hyper	test
frigate	artifact	True	hyper	test
flower	birch	False	other	test
whale	tooth	False	other	test
chair	artifact	True	hyper	test
wood	desk	False	other	test
castle	defence	True	hyper	test
hat	covering	True	hyper	test
scarf	commodity	True	hyper	test
spear	object	True	hyper	test
vest	pc	False	other	test
battleship	lack	False	other	test
bird	vulture	False	other	test
turtle	beast	True	hyper	test
dishwasher	masonry	False	other	test
crow	coward	False	other	test
poplar	plant	True	hyper	test
pear	produce	True	hyper	test
fox	canine	True	hyper	test
logo	scarf	False	other	test
flute	device	True	hyper	test
furnishing	chair	False	other	test
revolver	steel	False	other	test
cathedral	structure	True	hyper	test
helicopter	orientation	False	other	test
horse	mammal	True	hyper	test
vehicle	bomber	False	other	test
bowl	jar	False	other	test
wear	scarf	False	other	test
lion	predator	True	hyper	test
robe	artefact	True	hyper	test
piano	device	True	hyper	test
fox	mammal	True	hyper	test
creature	horse	False	other	test
mammal	donkey	False	other	test
eagle	vertebrate	True	hyper	test
flower	willow	False	other	test
violin	object	True	hyper	test
fighter	plane	True	hyper	test
axe	utensil	True	hyper	test
collar	shirt	False	other	test
elephant	herbivore	True	hyper	test
telephone	television	False	other	test
owl	raptor	True	hyper	test
stool	chair	False	other	test
tail	coyote	False	other	test
cathedral	pulse	False	other	test
crust	glove	False	other	test
lime	amazement	False	other	test
vest	garment	True	hyper	test
bird	penguin	False	other	test
cucumber	carrot	False	other	test
produce	grape	False	other	test
commodity	glove	False	other	test
iron	spinach	False	other	test
sweater	apparel	True	hyper	test
coyote	predator	True	hyper	test
frigate	craft	True	hyper	test
animal	cockroach	False	other	test
blouse	robe	False	other	test
villa	speed	False	other	test
jar	plate	False	other	test
hat	wear	True	hyper	test
circumcision	bag	False	other	test
artifact	van	False	other	test
bomb	device	True	hyper	test
cranberry	quarantine	False	other	test
sweater	good	True	hyper	test
craft	fighter	False	other	test
television	object	True	hyper	test
artifact	hat	False	other	test
bus	artifact	True	hyper	test
fighter	aircraft	True	hyper	test
barrel	rifle	False	other	test
food	lettuce	False	other	test
television	shovel	False	other	test
goat	herbivore	True	hyper	test
device	saxophone	False	other	test
lodging	cottage	False	other	test
goose	animal	True	hyper	test
sweater	clothing	True	hyper	test
fridge	object	True	hyper	test
alligator	reptile	True	hyper	test
cat	carnivore	True	hyper	test
horse	herbivore	True	hyper	test
licence	rabbit	False	other	test
object	guitar	False	other	test
eye	hawk	False	other	test
leg	grasshopper	False	other	test
salmon	animal	True	hyper	test
cricket	butterfly	False	other	test
coat	clothing	True	hyper	test
object	flute	False	other	test
carrot	food	True	hyper	test
sofa	declaration	False	other	test
ferry	vehicle	True	hyper	test
violin	instrument	True	hyper	test
telephone	fridge	False	other	test
hat	blouse	False	other	test
jacket	shirt	False	other	test
bus	contracting	False	other	test
castle	restaurant	False	other	test
artifact	sweater	False	other	test
bazooka	gun	False	other	test
fabric	coat	False	other	test
wrench	object	True	hyper	test
table	furnishing	True	hyper	test
saxophone	artifact	True	hyper	test
fish	goldfish	False	other	test
bed	artifact	True	hyper	test
goldfish	guitar	False	other	test
hymn	helicopter	False	other	test
scarf	covering	True	hyper	test
beak	pheasant	False	other	test
car	goody	False	other	test
guitar	artefact	True	hyper	test
castle	house	True	hyper	test
alligator	courthouse	False	other	test
fork	artefact	True	hyper	test
ridge	sweater	False	other	test
washer	artefact	True	hyper	test
bomber	plane	True	hyper	test
scooter	vehicle	True	hyper	test
bottom	wardrobe	False	other	test
shovel	utensil	True	hyper	test
tuna	food	True	hyper	test
grenade	weapon	True	hyper	test
pike	sword	False	other	test
knife	fork	False	other	test
freezer	plug	False	other	test
pattern	sweater	False	other	test
sofa	artefact	True	hyper	test
structure	library	False	other	test
television	commodity	True	hyper	test
ship	battleship	False	other	test
bull	tail	False	other	test
artifact	spade	False	other	test
dress	zone	False	other	test
oven	timer	False	other	test
glove	wear	True	hyper	test
cottage	camera	False	other	test
cedar	evergreen	True	hyper	test
advantage	sword	False	other	test
turtle	creature	True	hyper	test
desk	artefact	True	hyper	test
bowl	container	True	hyper	test
artifact	washer	False	other	test
dishwasher	artefact	True	hyper	test
scooter	artefact	True	hyper	test
hawk	head	False	other	test
lettuce	vegetable	True	hyper	test
dagger	missile	False	other	test
bed	furniture	True	hyper	test
animal	pheasant	False	other	test
woodpecker	vertebrate	True	hyper	test
device	gun	False	other	test
battleship	vehicle	True	hyper	test
stereo	equipment	True	hyper	test
poplar	angiosperm	True	hyper	test
cranberry	grapefruit	False	other	test
villa	construction	True	hyper	test
castle	habitation	True	hyper	test
mug	bottle	False	other	test
cod	vertebrate	True	hyper	test
sweater	covering	True	hyper	test
shovel	smile	False	other	test
ant	animal	True	hyper	test
butterfly	creature	True	hyper	test
cloak	clothes	True	hyper	test
robe	commentary	False	other	test
vitamin	lemon	False	other	test
gorilla	foot	False	other	test
pistol	hatchet	False	other	test
table	furniture	True	hyper	test
infiltration	deer	False	other	test
sweater	wear	True	hyper	test
arm	jacket	False	other	test
herring	food	True	hyper	test
motorcycle	conveyance	True	hyper	test
carrot	root	True	hyper	test
dolphin	mammal	True	hyper	test
onion	corn	False	other	test
hatchet	cutlery	True	hyper	test
eagle	creature	True	hyper	test
cannon	device	True	hyper	test
grasshopper	creature	True	hyper	test
fighter	truck	False	other	test
rabbit	animal	True	hyper	test
cockroach	pest	True	hyper	test
swan	overdraft	False	other	test
vehicle	glider	False	other	test
liar	whale	False	other	test
gorilla	beast	True	hyper	test
dove	pheasant	False	other	test
turtle	amphibian	True	hyper	test
castle	home	True	hyper	test
hat	garment	True	hyper	test
snake	beast	True	hyper	test
stove	object	True	hyper	test
inside	hat	False	other	test
herbivore	cow	False	other	test
whale	windshield	False	other	test
lemon	produce	True	hyper	test
pineapple	banana	False	other	test
tree	cedar	False	other	test
stove	artifact	True	hyper	test
coyote	petal	False	other	test
cranberry	berry	True	hyper	test
conveyance	scooter	False	other	test
coat	hem	False	other	test
dress	clothing	True	hyper	test
cloak	artifact	True	hyper	test
corn	food	True	hyper	test
corn	produce	True	hyper	test
vest	clothes	True	hyper	test
vest	apparel	True	hyper	test
grapefruit	fruit	True	hyper	test
rocket	fighter	False	other	test
jet	window	False	other	test
missile	weapon	True	hyper	test
fox	sub-committee	False	other	test
inn	villa	False	other	test
vitamin	carrot	False	other	test
sword	magazine	False	other	test
owl	creature	True	hyper	test
corn	vegetable	True	hyper	test
sofa	desk	False	other	test
fur	beaver	False	other	test
ant	bug	True	hyper	test
beaver	creature	True	hyper	test
maneuver	tiger	False	other	test
rabbit	audit	False	other	test
salary	turtle	False	other	test
lion	dolphin	False	other	test
produce	spinach	False	other	test
cod	gender	False	other	test
sweater	button	False	other	test
rifle	arm	True	hyper	test
fish	herring	False	other	test
mammal	deer	False	other	test
grenade	device	True	hyper	test
trumpet	piano	False	other	test
carp	animal	True	hyper	test
spear	device	True	hyper	test
catfish	food	True	hyper	test
parsley	vegetable	True	hyper	test
onion	produce	True	hyper	test
food	rabbit	False	other	test
sofa	object	True	hyper	test
dolphin	cetacean	True	hyper	test
television	artefact	True	hyper	test
sparrow	vertebrate	True	hyper	test
lime	produce	True	hyper	test
carrot	ssa	False	other	test
plant	elm	False	other	test
washer	dishwasher	False	other	test
boy	glider	False	other	test
phone	equipment	True	hyper	test
jar	artefact	True	hyper	test
pigeon	animal	True	hyper	test
axe	artifact	True	hyper	test
vulture	goose	False	other	test
gia	dress	False	other	test
skin	pear	False	other	test
dagger	object	True	hyper	test
beetle	insect	True	hyper	test
dress	lace	False	other	test
produce	coconut	False	other	test
ketchup	knife	False	other	test
artifact	radio	False	other	test
scooter	transport	True	hyper	test
frigate	raft	False	other	test
goose	bird	True	hyper	test
bomber	transport	True	hyper	test
visitor	castle	False	other	test
cauliflower	produce	True	hyper	test
bag	artefact	True	hyper	test
phone	artillery	False	other	test
revolver	gun	True	hyper	test
tuna	creature	True	hyper	test
artefact	frigate	False	other	test
radish	produce	True	hyper	test
rat	snout	False	other	test
pistol	artifact	True	hyper	test
swan	crow	False	other	test
helicopter	van	False	other	test
claw	eagle	False	other	test
kalashnikov	revolver	False	other	test
hat	good	True	hyper	test
dagger	pommel	False	other	test
sanctity	phone	False	other	test
pub	institution	True	hyper	test
rat	cow	False	other	test
yacht	artifact	True	hyper	test
revolver	weapon	True	hyper	test
butterfly	insect	True	hyper	test
spinach	food	True	hyper	test
appliance	oven	False	other	test
starch	potato	False	other	test
fridge	artifact	True	hyper	test
swan	waterfowl	True	hyper	test
vest	commodity	True	hyper	test
blouse	arm	False	other	test
fox	carnivore	True	hyper	test
animal	alligator	False	other	test
missile	warhead	False	other	test
hawk	bird	True	hyper	test
construction	hospital	False	other	test
demonstration	salmon	False	other	test
stereo	commodity	True	hyper	test
artifact	knife	False	other	test
vertebrate	vulture	False	other	test
end	shovel	False	other	test
spade	artefact	True	hyper	test
frigate	vessel	True	hyper	test
hatchet	lesson	False	other	test
fox	mouth	False	other	test
vest	trousers	False	other	test
cloak	stigma	False	other	test
sofa	artifact	True	hyper	test
cranberry	fruit	True	hyper	test
justice	jacket	False	other	test
restaurant	structure	True	hyper	test
robe	garment	True	hyper	test
lion	vertebrate	True	hyper	test
bed	artefact	True	hyper	test
leg	ant	False	other	test
stove	artefact	True	hyper	test
flute	artefact	True	hyper	test
something	robe	False	other	test
pig	sheep	False	other	test
trout	vertebrate	True	hyper	test
fork	artifact	True	hyper	test
beaver	eye	False	other	test
train	artifact	True	hyper	test
robe	clothing	True	hyper	test
stump	pine	False	other	test
computer	stereo	False	other	test
yacht	vessel	True	hyper	test
cathedral	edifice	True	hyper	test
cockroach	insect	True	hyper	test
shirt	covering	True	hyper	test
beaver	rodent	True	hyper	test
plumage	penguin	False	other	test
van	tanker	False	other	test
artifact	couch	False	other	test
glove	sweatshirt	False	other	test
robe	ruminant	False	other	test
castle	structure	True	hyper	test
cannon	chamber	False	other	test
coat	good	True	hyper	test
bear	cat	False	other	test
crow	vertebrate	True	hyper	test
stove	migraine	False	other	test
gorilla	vertebrate	True	hyper	test
jet	plane	True	hyper	test
washer	appliance	True	hyper	test
cello	artifact	True	hyper	test
dove	animal	True	hyper	test
birch	tree	True	hyper	test
corn	cereal	True	hyper	test
creature	catfish	False	other	test
bee	ant	False	other	test
freezer	artifact	True	hyper	test
bomb	weapon	True	hyper	test
cedar	plant	True	hyper	test
salmon	fish	True	hyper	test
object	bed	False	other	test
gun	arm	True	hyper	test
hotel	lodging	True	hyper	test
jet	conveyance	True	hyper	test
axe	cutlery	True	hyper	test
hotel	building	True	hyper	test
elephant	vertebrate	True	hyper	test
pistol	device	True	hyper	test
box	container	True	hyper	test
creature	gorilla	False	other	test
back	glider	False	other	test
beak	vulture	False	other	test
sofa	furniture	True	hyper	test
lizard	eye	False	other	test
pig	beast	True	hyper	test
restaurant	edifice	True	hyper	test
jacket	clothing	True	hyper	test
turnip	produce	True	hyper	test
television	good	True	hyper	test
appliance	television	False	other	test
conveyance	truck	False	other	test
owner	cottage	False	other	test
goose	creature	True	hyper	test
glove	good	True	hyper	test
lemon	disguise	False	other	test
pear	fruit	True	hyper	test
tiger	carnivore	True	hyper	test
artefact	hammer	False	other	test
herring	animal	True	hyper	test
radio	wire	False	other	test
apricot	republican	False	other	test
glove	clothes	True	hyper	test
cod	salmon	False	other	test
library	building	True	hyper	test
shovel	spoon	False	other	test
predator	tiger	False	other	test
animal	swan	False	other	test
cod	fish	True	hyper	test
lion	mouth	False	other	test
pub	construction	True	hyper	test
spade	utensil	True	hyper	test
apricot	produce	True	hyper	test
grasshopper	childhood	False	other	test
commodity	freezer	False	other	test
deer	ruminant	True	hyper	test
lizard	creature	True	hyper	test
tree	poplar	False	other	test
revolver	artifact	True	hyper	test
construction	cathedral	False	other	test
washer	radio	False	other	test
villa	accommodation	True	hyper	test
alligator	snake	False	other	test
radish	food	True	hyper	test
cypress	plant	True	hyper	test
donkey	herbivore	True	hyper	test
supply	freezer	False	other	test
fridge	phone	False	other	test
hatchet	artefact	True	hyper	test
ambulance	artefact	True	hyper	test
rat	mammal	True	hyper	test
cedar	sense	False	other	test
sweater	underpants	False	other	test
wood	hammer	False	other	test
joke	coat	False	other	test
blouse	garment	True	hyper	test
jar	cookie	False	other	test
gun	artifact	True	hyper	test
cauliflower	rainbow	False	other	test
butterfly	affidavit	False	other	test
bottle	bag	False	other	test
television	equipment	True	hyper	test
crow	penguin	False	other	test
topside	battleship	False	other	test
commodity	dress	False	other	test
object	coat	False	other	test
wasp	animal	True	hyper	test
object	rifle	False	other	test
fighter	transport	True	hyper	test
object	table	False	other	test
spoon	tool	True	hyper	test
guy	castle	False	other	test
chair	wardrobe	False	other	test
grape	food	True	hyper	test
generation	eagle	False	other	test
washer	refrigerator	False	other	test
cow	beast	True	hyper	test
dishwasher	good	True	hyper	test
food	pear	False	other	test
stereo	artifact	True	hyper	test
authorisation	dagger	False	other	test
blouse	spider	False	other	test
battleship	craft	True	hyper	test
blouse	apparel	True	hyper	test
eye	swan	False	other	test
plumage	falcon	False	other	test
cabbage	diy	False	other	test
dove	bird	True	hyper	test
apple	peach	False	other	test
crow	bird	True	hyper	test
villa	habitation	True	hyper	test
willow	tree	True	hyper	test
vulture	creature	True	hyper	test
bomber	aeroplane	True	hyper	test
saw	artifact	True	hyper	test
cockroach	bust	False	other	test
apparel	shirt	False	other	test
rifle	firearm	True	hyper	test
mug	whisky	False	other	test
fridge	device	True	hyper	test
artefact	bomber	False	other	test
car	jet	False	other	test
catfish	gill	False	other	test
commencement	hat	False	other	test
pheasant	vertebrate	True	hyper	test
peach	lime	False	other	test
knife	utensil	True	hyper	test
stereo	amplifier	False	other	test
pillow	bed	False	other	test
artifact	ferry	False	other	test
tuna	goldfish	False	other	test
artifact	screwdriver	False	other	test
dress	object	True	hyper	test
helicopter	artefact	True	hyper	test
jet	artifact	True	hyper	test
beast	bull	False	other	test
table	couch	False	other	test
cauliflower	food	True	hyper	test
dresser	plating	False	other	test
trumpet	artefact	True	hyper	test
bull	ruminant	True	hyper	test
cat	animal	True	hyper	test
windshield	bomber	False	other	test
tool	shovel	False	other	test
knife	tool	True	hyper	test
squirrel	creature	True	hyper	test
clove	garlic	False	other	test
grenade	arm	True	hyper	test
tiger	creature	True	hyper	test
fraction	scarf	False	other	test
hat	apparel	True	hyper	test
bear	creature	True	hyper	test
spear	arm	True	hyper	test
creature	goat	False	other	test
covering	glove	False	other	test
gorilla	mammal	True	hyper	test
banana	food	True	hyper	test
fork	object	True	hyper	test
dagger	device	True	hyper	test
lizard	beast	True	hyper	test
lion	mammal	True	hyper	test
saxophone	instrument	True	hyper	test
stocking	sweater	False	other	test
vertebrate	beaver	False	other	test
rifle	gun	True	hyper	test
trout	catfish	False	other	test
drum	saxophone	False	other	test
fuel	scooter	False	other	test
woodpecker	wheel	False	other	test
coat	artifact	True	hyper	test
truck	artefact	True	hyper	test
scarf	apparel	True	hyper	test
foot	robin	False	other	test
grape	reef	False	other	test
commodity	hat	False	other	test
guitar	instrument	True	hyper	test
timetable	frigate	False	other	test
dishwasher	appliance	True	hyper	test
cannon	object	True	hyper	test
bowl	aim	False	other	test
holder	pistol	False	other	test
washer	steel	False	other	test
jar	object	True	hyper	test
bear	beast	True	hyper	test
tooth	rat	False	other	test
wardrobe	characteristic	False	other	test
bomber	fuel	False	other	test
jacket	raincoat	False	other	test
dresser	artefact	True	hyper	test
bird	eagle	False	other	test
whale	creature	True	hyper	test
spoon	cutlery	True	hyper	test
giraffe	beast	True	hyper	test
alligator	carnivore	True	hyper	test
train	conveyance	True	hyper	test
coat	artefact	True	hyper	test
cherry	food	True	hyper	test
dismay	vulture	False	other	test
bus	artefact	True	hyper	test
hatchet	artifact	True	hyper	test
cannon	gun	True	hyper	test
plum	fruit	True	hyper	test
guitar	device	True	hyper	test
hat	virus	False	other	test
bird	woodpecker	False	other	test
truck	artifact	True	hyper	test
jacket	artefact	True	hyper	test
creature	beetle	False	other	test
horse	circle	False	other	test
good	stereo	False	other	test
gorilla	elephant	False	other	test
fuse	bomb	False	other	test
scarf	garment	True	hyper	test
yacht	train	False	other	test
transport	jet	False	other	test
jar	artifact	True	hyper	test
spade	sieve	False	other	test
spoon	tableware	True	hyper	test
trumpet	instrument	True	hyper	test
table	functioning	False	other	test
saxophone	object	True	hyper	test
guitar	trumpet	False	other	test
restaurant	cottage	False	other	test
vertebrate	goose	False	other	test
couch	furniture	True	hyper	test
radio	artefact	True	hyper	test
box	artefact	True	hyper	test
stocking	dress	False	other	test
bird	pigeon	False	other	test
iron	knife	False	other	test
turnip	root	True	hyper	test
catfish	seafood	True	hyper	test
villa	lodging	True	hyper	test
hospital	patient	False	other	test
wasp	beetle	False	other	test
jacket	dress	False	other	test
restaurant	battle	False	other	test
sweater	garment	True	hyper	test
cottage	habitation	True	hyper	test
food	onion	False	other	test
cathedral	candle	False	other	test
truck	transport	True	hyper	test
lettuce	produce	True	hyper	test
vegetable	garlic	False	other	test
missile	artifact	True	hyper	test
ticket	stereo	False	other	test
saw	object	True	hyper	test
antenna	wasp	False	other	test
lizard	animal	True	hyper	test
hospital	edifice	True	hyper	test
apple	produce	True	hyper	test
fruit	lemon	False	other	test
spade	tool	True	hyper	test
liberalization	falcon	False	other	test
motorcycle	vehicle	True	hyper	test
box	mug	False	other	test
grape	berry	True	hyper	test
bus	conveyance	True	hyper	test
cloak	greenbelt	False	other	test
castle	season	False	other	test
steel	saw	False	other	test
pine	evergreen	True	hyper	test
cow	animal	True	hyper	test
alligator	frog	False	other	test
pub	deity	False	other	test
animal	owl	False	other	test
frigate	vehicle	True	hyper	test
deer	beast	True	hyper	test
beast	squirrel	False	other	test
bear	vertebrate	True	hyper	test
cow	creature	True	hyper	test
cranberry	produce	True	hyper	test
trumpet	violin	False	other	test
oven	television	False	other	test
plantation	battleship	False	other	test
artifact	grenade	False	other	test
car	artefact	True	hyper	test
chameleon	lizard	False	other	test
beet	vegetable	True	hyper	test
bag	luggage	True	hyper	test
vertebrate	tuna	False	other	test
elephant	creature	True	hyper	test
yacht	craft	True	hyper	test
car	artifact	True	hyper	test
starboard	frigate	False	other	test
missile	rocket	True	hyper	test
screwdriver	object	True	hyper	test
sparrow	creature	True	hyper	test
pistol	arm	True	hyper	test
cloak	wear	True	hyper	test
phone	cable	False	other	test
spade	object	True	hyper	test
hornet	insect	True	hyper	test
leaf	radish	False	other	test
vehicle	fighter	False	other	test
carp	trespasser	False	other	test
carrot	turnip	False	other	test
spoon	container	True	hyper	test
grape	apricot	False	other	test
stereo	system	True	hyper	test
pistol	initiative	False	other	test
